(1834, 10.775895623833769)
(1836, 10.811712108766075)
(1838, 10.798555735526206)
(1840, 10.777948683026198)
(1842, 10.693539597465675)
(1844, 10.720286718755933)
(1846, 10.684119966706238)
(1848, 10.713211328051246)
(1850, 10.6187010232782)
(1852, 10.627636930483016)
(1854, 10.615710891952578)
(1856, 10.584144983540716)
(1858, 10.535707024224159)
(1860, 10.53373513504291)
(1862, 10.459494527350143)
(1864, 10.407620542565859)
(1866, 10.453351769128897)
(1868, 10.382572191895632)
(1870, 10.289400678939527)
(1872, 10.194183335292864)
(1874, 10.24724868516112)
(1876, 10.29252852403442)
(1878, 10.280979126246429)
(1880, 10.24767209149826)
(1882, 10.271472536991459)
(1884, 10.273612113318443)
(1886, 10.21064610207204)
(1888, 10.24609368876658)
(1890, 10.15104414707201)
(1892, 10.186122166797805)
(1894, 10.224828761262204)
(1896, 10.104290855293671)
(1898, 10.201848977146195)
(1900, 10.164115266576598)
(1902, 10.142549113433738)
(1904, 10.11803334362764)
(1906, 10.088645802388742)
(1908, 10.10500960937546)
(1910, 10.087250079401352)
(1912, 10.142074433838834)
(1914, 10.140955802641807)
(1916, 10.053384729085115)
(1918, 10.091847113488647)
(1920, 10.054614488425079)
(1922, 10.045808570137003)
(1924, 9.969211068318227)
(1926, 10.010917295422015)
(1928, 10.034049568431543)
(1930, 10.036866192744274)
(1932, 9.998965627600333)
(1934, 9.980213656729624)
(1936, 9.99860665808517)
(1938, 10.03251083148139)
(1940, 10.066739985790074)
(1942, 9.978899751824189)
(1944, 9.938510067552029)
(1946, 9.989861593014831)
(1948, 9.996086567768348)
(1950, 9.882899409414957)
(1952, 10.01508839055491)
(1954, 9.932739159077233)
(1956, 9.845533868946411)
(1958, 9.927068952234677)
(1960, 9.875500562896189)
(1962, 9.899432212149396)
(1964, 9.8792966505543)
(1966, 9.85895287333446)
(1968, 9.887466291489876)
(1970, 9.827517754108271)
(1972, 9.852507111909059)
(1974, 9.81987136900873)
(1976, 9.809914372140895)
(1978, 9.811373393097135)
(1980, 9.799991738102175)
(1982, 9.800357958289979)
(1984, 9.740763282611034)
(1986, 9.741090230546499)
(1988, 9.743306256349)
(1990, 9.72295132752263)
(1992, 9.703785244353492)
(1994, 9.66620017141577)
(1996, 9.633159373846068)
(1998, 9.639773898522934)
(2000, 9.632665781858377)
(2002, 9.596763310797533)
(2004, 9.58857416622596)
(2006, 9.596265996411175)
(2008, 9.63594693816176)
(1520, 10.84)
(1524, 10.920430107526881)
(1541, 9.555555555555555)
(1563, 10.98951048951049)
(1575, 11.093896713615024)
(1579, 10.508771929824562)
(1581, 9.267277856135403)
(1587, 10.192488262910798)
(1589, 10.15)
(1593, 9.851851851851851)
(1595, 7.928571428571429)
(1597, 8.6)
(1603, 8.846153846153847)
(1605, 10.142857142857142)
(1607, 11.239520958083832)
(1611, 9.612903225806452)
(1619, 10.416666666666666)
(1621, 9.953125)
(1623, 10.370558375634518)
(1625, 9.044444444444444)
(1629, 10.587921847246891)
(1631, 9.088770053475935)
(1635, 10.829218106995885)
(1637, 10.91800878477306)
(1641, 9.74074074074074)
(1643, 10.464028776978417)
(1645, 10.864779874213836)
(1647, 9.471153846153847)
(1649, 10.417682926829269)
(1651, 9.076797385620916)
(1653, 8.58179012345679)
(1655, 9.571687840290382)
(1657, 9.447698744769875)
(1659, 9.8660409556314)
(1661, 9.313131313131313)
(1663, 9.49090909090909)
(1665, 9.081364829396325)
(1667, 9.758828596037898)
(1669, 10.298283261802576)
(1671, 9.479166666666666)
(1673, 9.89247311827957)
(1675, 9.430998613037447)
(1677, 9.984182776801406)
(1679, 9.41693963500234)
(1681, 9.58114374034003)
(1683, 9.863523573200993)
(1685, 9.813177410154022)
(1687, 9.79496402877698)
(1689, 9.424093423478796)
(1691, 9.848142164781907)
(1693, 9.279765395894428)
(1695, 9.181257014590347)
(1697, 9.115691489361701)
(1699, 9.698069940760558)
(1701, 9.11730004115791)
(1703, 9.201571068623092)
(1705, 8.791876637774642)
(1707, 9.353720254118661)
(1709, 8.881124630055902)
(1711, 9.295916707336913)
(1713, 9.244848901098901)
(1715, 9.32255828061357)
(1717, 9.435012823694878)
(1719, 9.292928024117574)
(1721, 9.561968718123087)
(1723, 9.148232193836469)
(1725, 9.600643723693983)
(1727, 9.249331669934058)
(1729, 9.380927361092867)
(1731, 9.42021453517379)
(1733, 9.260028449502133)
(1735, 9.572143805042828)
(1737, 9.306860182096818)
(1739, 9.542379829865737)
(1741, 9.58142037302726)
(1743, 9.433267195767195)
(1745, 9.57762997926053)
(1747, 9.70539925191088)
(1749, 9.36312877778916)
(1751, 9.8492651676925)
(1753, 10.027301507695201)
(1755, 10.024855156431055)
(1757, 9.579779697426757)
(1759, 10.23022671647559)
(1761, 10.253180093729078)
(1763, 10.28792270531401)
(1765, 10.191513621370689)
(1767, 10.47799676025918)
(1769, 10.303825847978592)
(1771, 10.328685674547984)
(1773, 10.524774241553082)
(1775, 10.460354935406)
(1777, 10.706953832054072)
(1779, 10.584750773939962)
(1781, 10.102500276579267)
(1783, 10.605271838546196)
(1785, 10.685319980459209)
(1787, 10.703223035267769)
(1789, 10.87034303787203)
(1791, 10.598410359581763)
(1793, 10.770990245257908)
(1795, 10.69600056729542)
(1797, 10.568943977315795)
(1799, 10.644859813084112)
(1801, 10.670897881566358)
(1803, 10.75302540047031)
(1805, 10.677261885243734)
(1807, 10.680249683019603)
(1809, 10.656003265168255)
(1811, 10.686169701539985)
(1813, 10.689038555997575)
(1815, 10.707050516479141)
(1817, 10.779197762153379)
(1819, 10.678408490352362)
(1821, 10.697913085508691)
(1823, 10.782507772326824)
(1825, 10.66851712868653)
(1827, 10.818508243385784)
(1829, 10.782732136104688)
(1831, 10.795986053745857)
(1833, 10.690609031181562)
(1835, 10.798873246381815)
(1837, 10.811704034288756)
(1839, 10.755255711164395)
(1841, 10.742066397199455)
(1843, 10.482675753282129)
(1845, 10.684813311822392)
(1847, 10.699444973524265)
(1849, 10.681727964211845)
(1851, 10.657386698197428)
(1853, 10.633764264787231)
(1855, 10.588547470087386)
(1857, 10.594486924335243)
(1859, 10.545773826581275)
(1861, 10.551728743595945)
(1863, 10.378271489687819)
(1865, 10.277630000659066)
(1867, 10.398543521039162)
(1869, 10.295738107592195)
(1871, 10.258889238128447)
(1873, 10.230122872564051)
(1875, 10.290617114016976)
(1877, 10.258427067470569)
(1879, 10.27625915372721)
(1881, 10.231488050768208)
(1883, 10.288472844355015)
(1885, 10.210290317857892)
(1887, 10.237659416419783)
(1889, 10.240060351249321)
(1891, 10.148108571414737)
(1893, 10.136523193132147)
(1895, 10.195007239919804)
(1897, 10.126081802813866)
(1899, 10.048411062048995)
(1901, 10.186693298488361)
(1903, 10.164889182115436)
(1905, 10.103462996594377)
(1907, 10.09144658694522)
(1909, 10.123723733756366)
(1911, 10.093629931506076)
(1913, 10.04601801623175)
(1915, 10.114418629202627)
(1917, 10.072649819594718)
(1919, 10.08792839490039)
(1921, 10.034242708037196)
(1923, 10.010788479037512)
(1925, 9.953383035221458)
(1927, 10.042948921631481)
(1929, 10.007129621205955)
(1931, 9.995951210598342)
(1933, 10.075422297613564)
(1935, 10.02033133938844)
(1937, 10.010989256950445)
(1939, 10.075968284410294)
(1941, 10.042066153018483)
(1943, 10.001373915330003)
(1945, 9.95515848259664)
(1947, 9.927005401658048)
(1949, 9.990320109846932)
(1951, 10.016584065620235)
(1953, 9.94539267828371)
(1955, 9.9394307393368)
(1957, 9.980889800217147)
(1959, 9.921816098977523)
(1961, 9.845579194365698)
(1963, 9.899037046700808)
(1965, 9.845548066952784)
(1967, 9.878510422578803)
(1969, 9.826507100795467)
(1971, 9.888930615152034)
(1973, 9.841120218165624)
(1975, 9.804956605112249)
(1977, 9.791682083327476)
(1979, 9.802351405104226)
(1981, 9.761339697764583)
(1983, 9.794734450150585)
(1985, 9.761445831650367)
(1987, 9.738816909839922)
(1989, 9.710144230777455)
(1991, 9.679409295296683)
(1993, 9.681129990307564)
(1995, 9.669703832600856)
(1997, 9.64522427520491)
(1999, 9.622537124815894)
(2001, 9.598801263623741)
(2003, 9.584914653965292)
(2005, 9.57700619486979)
(2007, 9.589189270312401)
(1505, 8.619047619047619)
(1507, 8.361702127659575)
(1515, 9.918067226890756)
(1525, 13.0)
(1527, 9.6)
